dst_x	dst_y
7.37237	3.2063
7.38037	3.18262
7.38837	3.15893
7.39637	3.13525
7.40437	3.11157
7.41238	3.08788
7.42038	3.0642
7.42838	3.04051
7.43638	3.01682
7.44438	2.99313
1.0	2.0
7.45238	2.96945
7.46039	2.94577
1.0	2.0
7.46839	2.92208
7.47639	2.8984
7.48439	2.87471
1.0	2.0
7.49239	2.85103
7.50039	2.82734
1.0	2.0
7.5084	2.80366
7.5164	2.77998
7.5244	2.75629
7.5324	2.7326
7.5404	2.70892
7.5484	2.68523
7.5564	2.66155
7.56441	2.63786
7.57241	2.61418
7.58041	2.59049
7.58841	2.56681
7.59641	2.54312
7.60441	2.51944
7.61242	2.49575
7.62042	2.47206
7.62842	2.44838
7.63642	2.4247
7.64442	2.40102
7.65242	2.37733
7.66042	2.35365
7.66843	2.32996
7.67643	2.30628
7.68443	2.28259
7.69243	2.25891
7.70043	2.23522
7.70844	2.21153
7.71627	2.18779
7.7241	2.16405
7.73193	2.14031
7.73976	2.11657
7.74759	2.09282
7.75542	2.06909
7.76325	2.04534
7.77108	2.0216
7.77892	1.99786
7.78675	1.97411
7.79458	1.95038
7.80241	1.92663
7.81024	1.90289
7.81807	1.87915
7.8259	1.85541
7.83373	1.83166
7.84156	1.80793
7.8494	1.78418
7.85723	1.76045
7.86506	1.7367
7.87289	1.71296
7.88072	1.68921
7.88855	1.66547
7.89638	1.64173
7.90421	1.61799
7.91205	1.59425
7.91988	1.57051
7.92771	1.54676
7.93554	1.52303
7.94337	1.49928
7.9512	1.47554
7.95903	1.4518
7.96687	1.42805
7.9747	1.40432
7.98253	1.38057
7.99036	1.35683
7.99819	1.33309
8.00602	1.30935
8.01385	1.2856
8.02168	1.26186
8.02951	1.23813
8.03734	1.21438
8.04518	1.19064
8.05301	1.16689
8.06084	1.14315
8.06867	1.11942
8.0765	1.09567
8.08433	1.07193
8.09216	1.04818
8.09999	1.02445
8.10783	1.00071
8.11566	0.976962
8.12349	0.953218
8.13132	0.929474
8.13915	0.905739
8.14698	0.881995
8.15481	0.858252
8.16265	0.834508
8.17047	0.810773
8.17831	0.787029
8.18614	0.763285
8.19397	0.739542
8.19194	0.715806
8.1841	0.692063
8.17627	0.668321
8.16844	0.644577
8.16061	0.620833
8.15278	0.59709
8.14495	0.573354
8.13712	0.549611
8.12928	0.525867
8.12145	0.502123
8.11362	0.478388
8.10579	0.454644
8.09796	0.430901
8.09013	0.407157
8.0823	0.383413
8.07447	0.359678
8.06664	0.335934
8.0588	0.312191
8.05097	0.288447
8.04314	0.264712
8.03531	0.24097
8.02748	0.217226
8.01965	0.193482
8.01182	0.169739
8.00399	0.146003
7.99616	0.12226
7.98832	0.0985159
7.98049	0.0747722
7.97266	0.0510285
7.96483	0.0272933
7.957	0.00354956
7.94917	0.0391876
7.94134	0.0629313
7.93351	0.0866665
7.92567	0.11041
7.91784	0.134154
7.91001	0.157898
7.90218	0.181641
7.89435	0.205377
7.88652	0.22912
7.87869	0.252864
7.87085	0.276608
7.86303	0.300343
7.85519	0.324087
7.84736	0.34783
7.83953	0.371574
7.8317	0.395309
7.82387	0.419053
7.81604	0.442797
7.80821	0.466541
7.80037	0.490284
7.79254	0.514019
7.78471	0.537763
7.77688	0.561509
7.76905	0.585244
7.76122	0.608988
7.75339	0.632732
7.74556	0.656476
7.73773	0.680211
7.7299	0.703954
7.72206	0.727698
7.71423	0.751442
7.7064	0.775184
7.69857	0.798927
7.69074	0.822663
7.68291	0.846406
7.67508	0.87015
7.66724	0.893894
7.65941	0.917629
7.65158	0.941373
7.64375	0.965116
7.63592	0.98886
7.62809	1.0126
7.62026	1.03634
7.61243	1.06008
7.60459	1.08383
7.59676	1.10757
7.58893	1.13131
7.5811	1.15505
7.57327	1.17879
7.56544	1.20254
7.55761	1.22627
7.54978	1.25002
7.54195	1.27376
7.53411	1.2975
7.52628	1.32125
7.51845	1.34498
7.51062	1.36873
7.50279	1.39247
7.49496	1.41621
7.48713	1.43995
7.4793	1.46369
7.47146	1.48744
7.46363	1.51118
7.4558	1.53492
7.44797	1.55866
7.44014	1.5824
7.43231	1.60615
7.42448	1.62989
7.41665	1.65362
7.40882	1.67737
7.40098	1.70111
7.39315	1.72486
7.38532	1.74859
7.37749	1.77233
7.36966	1.79608
7.36183	1.81982
7.354	1.84357
7.34617	1.8673
7.33833	1.89104
7.3305	1.91479
7.32267	1.93853
7.31484	1.96227
7.30701	1.98601
7.29918	2.00975
7.29135	2.0335
7.28351	2.05724
7.27568	2.08098
7.26785	2.10472
7.26002	2.12846
7.25219	2.15221
7.24436	2.17595
7.23653	2.19969
7.2287	2.22343
7.22087	2.24717
7.21303	2.27092
7.20521	2.29465
7.19737	2.3184
1.0	2.0
7.18954	2.34214
7.18171	2.36588
1.0	2.0
1.0	2.0
1.0	2.0
1.0	2.0
1.0	2.0
1.0	2.0
1.0	2.0
1.0	2.0
1.0	2.0
1.0	2.0
1.0	2.0
1.0	2.0
1.0	2.0
7.18171	2.36588
7.15039	2.46085
7.14256	2.48459
7.13472	2.50833
7.12689	2.53208
7.11906	2.55581
7.11123	2.57956
7.1034	2.6033
7.09557	2.62704
7.08774	2.65079
7.07991	2.67452
7.07207	2.69827
7.06424	2.72201
7.05641	2.74575
7.04858	2.76949
7.04075	2.79324
7.03292	2.81697
7.02509	2.84072
7.01726	2.86445
7.00942	2.8882
7.00159	2.91195
6.99376	2.93568
6.98593	2.95943
6.9781	2.98317
6.97027	3.00691
6.96244	3.03065
6.95461	3.05439
6.94677	3.07814
6.93894	3.10187
6.93111	3.12562
6.92328	3.14936
6.91545	3.1731
6.90762	3.19685
6.89979	3.22058
6.89196	3.24433
6.88413	3.26807
6.87629	3.29181
6.86846	3.31555
6.86063	3.3393
6.8528	3.36303
6.84497	3.38678
6.83714	3.41052
6.82931	3.43426
6.82147	3.45801
6.81365	3.48174
6.80582	3.50548
6.83032	3.50054
6.85483	3.49559
6.87933	3.49064
6.90384	3.48569
6.92834	3.48075
6.95285	3.4758
6.97736	3.47085
7.00186	3.46591
7.02637	3.46096
7.05087	3.45601
7.07538	3.45107
7.09988	3.44612
7.12439	3.44117
7.1489	3.43623
7.17341	3.43128
7.19791	3.42633
7.22241	3.42139
7.24692	3.41644
7.27142	3.41149
7.29593	3.40655
7.32043	3.4016
7.34494	3.39665
7.36945	3.39171
7.39395	3.38676
7.41846	3.38181
7.44297	3.37687
7.46748	3.37192
7.49198	3.36697
7.51649	3.36203
7.54099	3.35708
7.5655	3.35213
7.59001	3.34718
7.6145	3.34224
7.63901	3.33729
7.66352	3.33234
7.68802	3.3274
7.71253	3.32245
7.73703	3.31751
7.76154	3.31256
7.78604	3.30761
7.81055	3.30266
7.83505	3.29772
7.85956	3.29277
7.88407	3.28782
7.90858	3.28288
7.93308	3.27793
7.95759	3.27298
7.9821	3.26804
8.0066	3.26309
8.03111	3.25814
8.05561	3.2532
8.08011	3.24825
8.10462	3.2433
8.12913	3.23836
8.15363	3.23341
8.17814	3.22846
8.17775	3.22352
8.15325	3.21857
8.12874	3.21362
8.10424	3.20868
8.07973	3.20373
8.05522	3.19878
8.03072	3.19384
8.00621	3.18889
7.98171	3.18394
7.9572	3.17899
7.9327	3.17405
7.90819	3.1691
7.88369	3.16416
7.85917	3.15921
7.83467	3.15426
7.81017	3.14931
7.78566	3.14437
7.76116	3.13942
7.73665	3.13447
7.71215	3.12953
7.68764	3.12458
7.66313	3.11963
7.63863	3.11469
7.61412	3.10974
7.58961	3.10479
7.56511	3.09985
7.5406	3.0949
7.5161	3.08995
7.49159	3.08501
7.46708	3.08006
7.44258	3.07511
7.41807	3.07017
7.39357	3.06522
7.36906	3.06027
7.34455	3.05533
7.32005	3.05038
7.29554	3.04543
7.27104	3.04049
7.24653	3.03554
7.22203	3.03059
7.19752	3.02565
7.17301	3.0207
7.14851	3.01575
7.124	3.0108
7.0995	3.00586
7.07499	3.00091
7.05049	2.99597
7.02598	2.99102
7.00148	2.98607
6.97697	2.98112
6.95246	2.97618
6.92796	2.97123
6.90346	2.96628
6.87895	2.96134
6.85444	2.95639
6.82993	2.95144
6.80543	2.9465
6.78093	2.94155
6.75642	2.9366
6.73191	2.93166
6.70741	2.92671
6.6829	2.92176
6.6584	2.91682
6.63389	2.91187
6.60938	2.90692
6.58488	2.90198
6.56038	2.89703
6.53587	2.89208
6.51136	2.88714
6.48686	2.88219
6.46235	2.87724
6.43785	2.8723
6.41334	2.86735
6.38884	2.8624
6.36433	2.85746
6.33982	2.85251
6.31532	2.84756
6.29081	2.84261
6.26631	2.83767
6.2418	2.83272
6.21729	2.82777
6.19279	2.82283
6.16829	2.81788
6.14378	2.81293
6.11927	2.80799
6.09476	2.80304
6.07026	2.79809
6.04576	2.79315
6.02125	2.7882
5.99674	2.78325
5.97224	2.77831
5.94773	2.77336
5.92323	2.76841
5.89872	2.76347
5.87421	2.75852
5.84971	2.75357
5.82521	2.74863
5.8007	2.74368
5.77619	2.73873
5.75168	2.73379
5.72718	2.72884
5.70268	2.72389
5.67817	2.71895
5.65366	2.714
5.62915	2.70905
5.60466	2.70411
5.58015	2.69916
5.55564	2.69421
5.53113	2.68926
5.50663	2.68432
5.48213	2.67937
5.45762	2.67443
5.43311	2.66948
5.4086	2.66453
5.3841	2.65958
5.3596	2.65464
5.33509	2.64969
5.31058	2.64474
5.28607	2.6398
5.26158	2.63485
5.23707	2.6299
5.21256	2.62496
5.18805	2.62001
5.16355	2.61506
5.13905	2.61012
5.11454	2.60517
5.09003	2.60022
5.06553	2.59528
5.04102	2.59033
5.01652	2.58538
4.99201	2.58044
4.9675	2.57549
4.943	2.57054
4.9185	2.5656
4.89399	2.56065
4.86948	2.5557
4.84497	2.55076
4.82047	2.54581
4.79597	2.54086
4.77146	2.53592
4.74695	2.53097
4.72244	2.52602
4.69794	2.52108
4.67344	2.51613
4.64893	2.51118
4.62442	2.50623
4.59991	2.50129
4.57542	2.49634
4.55091	2.49139
4.5264	2.48645
1.0	2.0
4.50189	2.4815
4.47739	2.47655
4.45289	2.47161
4.42838	2.46666
4.40387	2.46171
4.37937	2.45677
4.35486	2.45182
4.33036	2.44687
4.30585	2.44193
4.28134	2.43698
4.25683	2.43203
4.23234	2.42709
4.20783	2.42214
4.23628	2.41719
4.26079	2.41225
4.2853	2.4073
4.3098	2.40235
4.3343	2.39741
4.35881	2.39246
4.38332	2.38751
4.40782	2.38257
4.43233	2.37762
4.45683	2.37267
4.48134	2.36772
4.50584	2.36278
4.53035	2.35783
4.55486	2.35288
4.57936	2.34794
4.60387	2.34299
4.62837	2.33804
4.65288	2.3331
4.67739	2.32815
4.70189	2.3232
4.72639	2.31826
4.7167	2.3413
4.707	2.36435
4.69731	2.3874
4.68761	2.41044
4.67792	2.43349
4.66823	2.45652
4.65853	2.47957
4.64884	2.50262
4.63914	2.52566
4.62945	2.5487
4.61976	2.57174
4.61006	2.59479
4.60037	2.61784
4.59067	2.64087
4.58098	2.66392
4.57129	2.68697
4.56159	2.71001
4.5519	2.73306
4.5422	2.7561
4.53251	2.77914
4.52281	2.80219
4.51312	2.82523
4.50343	2.84827
4.49373	2.87132
4.48404	2.89436
4.47434	2.91741
4.46465	2.94045
4.45496	2.96349
4.44526	2.98654
4.43557	3.00958
4.42587	3.03262
4.41618	3.05567
4.40649	3.07871
4.39679	3.10176
4.3871	3.1248
4.3774	3.14785
4.36771	3.17089
4.35802	3.19393
4.34832	3.21698
4.33863	3.24002
4.32893	3.26307
4.31924	3.28611
4.30954	3.30915
4.29985	3.33219
4.29209	3.35065
4.28046	3.37829
4.27077	3.40133
4.26107	3.42438
4.25138	3.44742
4.24169	3.47046
4.23199	3.4935
4.2223	3.51655
4.2126	3.53959
4.20291	3.56264
4.21454	3.58568
4.22423	3.60872
4.23393	3.63177
4.24362	3.65482
4.25331	3.67785
4.26301	3.7009
4.2727	3.72395
4.2824	3.74699
4.29209	3.77003
4.30179	3.79308
4.31148	3.81612
4.32117	3.83917
4.33087	3.86221
4.34056	3.88525
4.35026	3.9083
4.35995	3.93134
4.36965	3.95439
4.37934	3.97743
4.38903	4.00047
1.0	2.0
4.39873	4.02352
1.0	2.0
1.0	2.0
1.0	2.0
1.0	2.0
1.0	2.0
1.0	2.0
4.41811	4.0696
4.42781	4.09265
4.4375	4.11569
4.4472	4.13874
4.45689	4.16178
4.46658	4.18482
4.47628	4.20787
4.48597	4.23091
4.49567	4.25396
4.50536	4.277
4.51506	4.30005
4.52475	4.32309
4.53444	4.34613
4.54414	4.36918
4.55383	4.39222
4.56353	4.41526
4.57322	4.4383
4.58291	4.46135
4.59261	4.4844
4.6023	4.50744
4.612	4.53049
4.62169	4.55353
4.63139	4.57657
4.64108	4.59961
4.65077	4.62266
4.66047	4.6457
4.67016	4.66875
4.67986	4.6918
4.68955	4.71484
4.69924	4.73788
4.70894	4.76092
4.71863	4.78397
4.72832	4.80701
4.73802	4.83006
4.74771	4.8531
4.75741	4.87614
4.7671	4.89918
4.7768	4.92223
4.78649	4.94528
4.79618	4.96832
4.80588	4.99137
4.81557	5.01441
4.82527	5.03745
4.83496	5.06049
4.84465	5.08354
4.85435	5.10658
4.86404	5.12963
4.87374	5.15267
4.88343	5.17572
4.89312	5.19876
4.90282	5.2218
4.91251	5.24485
4.92221	5.26789
4.9319	5.29094
4.94159	5.31398
4.95129	5.33702
4.96098	5.36006
4.97068	5.38311
4.98037	5.40615
4.99007	5.4292
4.99976	5.45225
5.00945	5.47529
5.01915	5.49833
5.02884	5.52137
5.03854	5.54442
5.04823	5.56746
5.05792	5.59051
5.06762	5.61355
5.07731	5.63659
5.08701	5.65964
5.0967	5.68268
5.10639	5.70573
5.11609	5.72877
5.12578	5.75181
5.13548	5.77486
5.14517	5.7979
5.15487	5.82095
5.16456	5.84399
5.17425	5.86704
5.18395	5.89008
5.19364	5.91312
5.20333	5.93616
5.21303	5.95921
5.22272	5.98225
5.23242	5.97627
5.24211	5.95322
5.25181	5.93018
5.2615	5.90713
5.27119	5.88409
5.28089	5.86105
5.29058	5.838
5.30028	5.81496
5.30997	5.79191
5.31966	5.76887
5.32936	5.74582
5.33905	5.72279
5.34875	5.69974
5.35844	5.6767
5.36813	5.65365
5.37783	5.63061
5.38752	5.60756
5.39722	5.58452
5.40691	5.56148
5.41661	5.53843
5.4263	5.51539
5.43599	5.49234
5.44569	5.4693
5.45538	5.44626
5.46508	5.42321
5.47477	5.40017
5.48446	5.37712
5.49416	5.35408
5.50385	5.33104
5.51354	5.308
5.52324	5.28495
5.53294	5.2619
5.54263	5.23886
5.55232	5.21581
5.56202	5.19277
5.57171	5.16973
5.5814	5.14669
5.5911	5.12364
5.60079	5.1006
5.61049	5.07755
5.62018	5.05451
5.62987	5.03146
5.63957	5.00842
5.64926	4.98538
5.65896	4.96233
5.66865	4.93929
5.67835	4.91624
5.68804	4.8932
5.69773	4.87016
5.70743	4.84711
5.71712	4.82407
5.72682	4.80102
5.73651	4.77798
5.7462	4.75493
5.7559	4.7319
5.76559	4.70885
5.77528	4.68581
5.78498	4.66276
5.79468	4.63971
5.80437	4.61667
5.81406	4.59363
5.82376	4.57059
5.83345	4.54754
5.84314	4.5245
5.85284	4.50145
5.86253	4.47841
5.87223	4.45536
5.88192	4.43232
5.89161	4.40928
5.90131	4.38623
5.911	4.36319
5.9207	4.34014
5.93039	4.3171
5.94009	4.29405
5.94978	4.27102
5.95947	4.24797
5.96917	4.22493
5.97886	4.20188
5.98855	4.17884
5.99825	4.15579
6.00794	4.13275
5.99908	4.10937
5.99021	4.08599
5.98135	4.06262
5.97249	4.03924
5.96363	4.01587
5.95476	3.99249
5.9459	3.96912
5.93704	3.94574
5.92817	3.92236
5.92285	3.90832
5.91931	3.89898
5.91045	3.87561
5.90159	3.85223
5.89273	3.82886
5.88386	3.80548
5.875	3.78211
5.86614	3.75873
5.85727	3.73535
5.84841	3.71198
5.83955	3.6886
5.83069	3.66522
5.82182	3.64184
5.81296	3.61847
5.8041	3.59509
5.79524	3.57172
5.78637	3.54834
5.77751	3.52496
5.76865	3.50159
5.75978	3.47821
5.75092	3.45484
5.74206	3.43146
5.7332	3.40809
5.72433	3.38471
5.71547	3.36133
5.70661	3.33796
5.69774	3.31458
5.68888	3.29121
5.68002	3.26783
5.67116	3.24445
5.66229	3.22107
5.65343	3.19769
5.64457	3.17432
5.63571	3.15094
5.62684	3.12757
5.61798	3.10419
5.60912	3.08082
5.60025	3.05744
5.59139	3.03406
5.58253	3.01069
5.57367	2.98731
5.5648	2.96393
5.55594	2.94056
5.54708	2.91718
5.53822	2.8938
5.52935	2.87043
5.52049	2.84705
5.51163	2.82368
5.50277	2.8003
5.4939	2.77692
5.48504	2.75354
5.47618	2.73017
5.46731	2.7068
5.45845	2.68342
5.44959	2.66004
5.44072	2.63666
5.43186	2.61329
5.423	2.58991
5.41414	2.56653
5.40527	2.54316
5.39641	2.51978
5.38755	2.49641
5.37869	2.47303
5.36982	2.44965
5.36096	2.42628
5.3521	2.4029
5.34324	2.37953
5.33437	2.35615
5.32551	2.33277
5.31665	2.30939
5.30779	2.28602
5.29892	2.26264
5.29006	2.23927
5.2812	2.21589
5.27234	2.19252
5.26347	2.16914
5.25461	2.14576
5.24575	2.12238
5.23688	2.09901
5.22802	2.07564
5.21916	2.05226
5.21029	2.02888
5.20143	2.0055
5.19257	1.98213
5.18371	1.95875
5.17484	1.93537
5.16598	1.912
5.15712	1.88862
5.14826	1.86525
5.13939	1.84187
5.13053	1.81849
5.12167	1.79511
5.11281	1.77174
5.10394	1.74837
5.09508	1.72499
5.08622	1.70161
5.07736	1.67824
5.06849	1.65486
5.05963	1.63149
5.05077	1.60811
5.0419	1.58473
5.03304	1.56135
5.02418	1.53798
5.01532	1.5146
5.00645	1.49122
4.99759	1.46785
4.98873	1.44448
4.97986	1.4211
4.971	1.39772
4.96214	1.37434
4.95327	1.35096
4.94441	1.32759
4.93555	1.30422
4.92669	1.28084
4.91782	1.25746
4.90896	1.23409
4.9001	1.21071
4.89124	1.18733
4.88237	1.16396
4.87351	1.14058
4.86465	1.1172
4.85579	1.09383
4.84692	1.07045
4.83806	1.04707
4.8292	1.0237
4.82034	1.00033
4.81147	0.976948
4.80261	0.953569
4.79375	0.930191
4.78489	0.906821
4.77602	0.883443
4.76716	0.860065
4.7583	0.836687
4.74943	0.813309
4.74057	0.789939
1.0	2.0
4.73171	0.766563
4.72285	0.743185
4.71398	0.719807
4.70512	0.696429
4.69626	0.67305
4.6874	0.64968
4.67853	0.626302
4.66967	0.602926
4.66081	0.579548
4.65194	0.556169
4.64308	0.5328
4.63422	0.509421
4.62535	0.486043
4.61649	0.462665
4.60763	0.439295
4.59877	0.415917
4.5899	0.392538
4.58104	0.36916
4.57218	0.345782
4.56332	0.322412
4.55445	0.299034
4.54559	0.275656
4.53673	0.252277
4.52787	0.228908
4.519	0.205529
4.51014	0.182151
4.50128	0.158773
4.49241	0.135396
4.48355	0.112027
4.47469	0.0886483
4.46583	0.06527
4.45696	0.0418918
4.4481	0.0185135
4.43924	0.0235574
4.43038	0.0469356
4.42151	0.0703139
4.41265	0.0936921
4.40379	0.117062
4.39492	0.14044
4.38606	0.163818
4.3772	0.187197
4.36834	0.210567
4.35947	0.233945
4.35061	0.257323
4.34175	0.280701
4.33288	0.30408
4.32402	0.327449
4.31516	0.350828
4.3063	0.374206
4.29743	0.397584
4.28857	0.420954
4.27971	0.444332
4.27085	0.467711
4.26198	0.491089
4.25312	0.514459
4.24426	0.537837
4.2354	0.561215
4.22653	0.584593
4.21767	0.607972
4.20881	0.631341
4.20715	0.65472
4.21601	0.678098
4.22487	0.701476
4.23373	0.724846
4.2426	0.748224
4.25146	0.771603
4.26032	0.794981
4.26918	0.818351
4.27805	0.841729
4.28691	0.865107
4.29577	0.888485
4.29933	0.897853
4.30464	0.911859
4.3135	0.935238
4.32236	0.958616
4.33122	0.981986
4.34009	1.00536
4.34895	1.02874
4.35781	1.05212
4.36667	1.07549
4.37554	1.09887
4.3844	1.12225
4.39326	1.14562
4.40213	1.169
4.41099	1.19237
4.41985	1.21575
4.42871	1.23913
4.43758	1.26251
4.44644	1.28588
4.4553	1.30926
4.46416	1.33263
4.47303	1.35601
4.48189	1.37939
4.49075	1.40277
4.49961	1.42614
4.50848	1.44951
4.51734	1.47289
4.52621	1.49626
4.54404	1.47875
4.56188	1.46123
4.57972	1.44372
4.59757	1.4262
4.61541	1.40869
4.63324	1.39118
4.65108	1.37366
4.66892	1.35615
4.68677	1.33863
4.7046	1.32112
4.72244	1.30361
4.74028	1.28609
4.75812	1.26858
4.77596	1.25106
4.7938	1.23355
4.81164	1.21604
4.82948	1.19852
4.84732	1.18101
4.86516	1.16349
4.883	1.14598
4.90084	1.12847
4.91868	1.11095
4.93652	1.09344
4.95436	1.07593
4.9722	1.05841
4.99004	1.04089
5.00788	1.02338
5.02572	1.00586
5.04356	0.988355
5.0614	0.970839
5.07924	0.953324
5.09708	0.935808
5.11492	0.918299
5.13276	0.900784
5.1506	0.883268
5.16844	0.865753
5.18628	0.848237
5.20412	0.830728
5.22196	0.813213
5.2398	0.795697
5.25764	0.778182
5.27547	0.760673
5.29331	0.743157
5.31116	0.725642
5.329	0.708126
5.34684	0.690611
5.36467	0.673101
5.38251	0.655586
5.40036	0.63807
5.4182	0.620555
5.43603	0.603046
5.45387	0.58553
5.47171	0.568015
5.48956	0.550499
5.5074	0.532985
5.52523	0.515476
5.54307	0.49796
5.56091	0.480445
5.57875	0.462929
5.5966	0.445414
5.61443	0.427905
5.63227	0.410389
5.65011	0.392874
5.66795	0.375358
5.68579	0.357849
5.70363	0.340333
5.72147	0.322818
5.73931	0.305302
5.75715	0.287793
5.77499	0.270278
5.79283	0.252762
5.81067	0.235247
5.82851	0.217731
5.84635	0.200222
5.86419	0.182707
5.88203	0.165191
5.89987	0.147676
5.91771	0.130166
5.93555	0.112651
5.95339	0.0951354
5.97123	0.0776199
5.98906	0.0601107
6.00691	0.0425952
6.02475	0.0250797
6.04259	0.00756418
6.06043	0.0239626
6.07826	0.0414718
6.09611	0.0589873
6.11395	0.0765028
6.13179	0.0940183
6.14962	0.111527
6.16746	0.129043
6.18531	0.146559
6.20315	0.164074
6.22099	0.18159
6.23882	0.199099
6.25666	0.216614
6.2745	0.23413
6.29235	0.251645
6.31018	0.269154
6.32802	0.28667
6.34586	0.304185
6.3637	0.321701
6.38154	0.33921
6.39938	0.356726
6.41722	0.374241
6.43506	0.391757
6.4529	0.409272
6.47074	0.426781
6.48858	0.444295
6.50642	0.461811
6.52426	0.479326
6.5421	0.496842
6.55994	0.514351
6.57778	0.531866
6.59562	0.549382
6.61346	0.566897
6.6313	0.584413
6.64914	0.601922
6.66698	0.619438
6.68482	0.636953
6.70266	0.654469
6.7205	0.671978
6.73834	0.689493
6.75618	0.707009
6.77402	0.724524
6.79185	0.742033
6.8097	0.759549
6.82754	0.777064
6.84538	0.79458
6.86322	0.812095
6.88105	0.829605
6.8989	0.84712
6.91674	0.864636
6.93458	0.882151
6.95242	0.899665
6.97025	0.917174
6.98809	0.93469
7.00593	0.952205
7.02378	0.969721
7.04162	0.987236
7.05945	1.00475
7.07729	1.02226
7.09513	1.03978
7.11298	1.05729
7.13081	1.0748
7.14865	1.09232
7.16649	1.10983
7.18433	1.12735
7.20217	1.14486
7.22001	1.16237
7.23785	1.17989
7.25569	1.1974
7.27353	1.21492
7.29137	1.23243
7.30921	1.24994
7.32705	1.26746
7.34489	1.28497
7.36273	1.30248
7.38057	1.32
7.39841	1.33751
7.41625	1.35503
7.43409	1.37255
7.45193	1.39005
7.46977	1.40757
7.48761	1.42509
7.50545	1.4426
7.52329	1.46011
7.54113	1.47763
7.55897	1.49514
7.57681	1.51266
7.59464	1.53017
7.61249	1.54768
7.63033	1.5652
7.64817	1.58271
7.66601	1.60023
7.68385	1.61774
7.70168	1.63525
7.71953	1.65277
7.73737	1.67028
7.7552	1.68779
7.77304	1.70531
7.79089	1.72282
7.80873	1.74034
7.82656	1.75785
7.8444	1.77536
7.86224	1.79288
7.88009	1.8104
7.89793	1.82791
7.91576	1.84542
7.9336	1.86294
7.95144	1.88045
7.96928	1.89797
7.98712	1.91548
8.00496	1.93299
8.0228	1.95051
8.04064	1.96802
8.05848	1.98554
8.07632	2.00305
1.0	2.0
8.09416	2.02057
8.112	2.03808
8.12984	2.05559
8.14768	2.07311
8.16552	2.09062
1.0	2.0
8.18336	2.10813
8.18453	2.12565
8.16669	2.14316
8.14885	2.16067
8.13101	2.17819
8.11317	2.19571
8.09533	2.21322
8.07749	2.23073
8.05965	2.24824
8.04181	2.26576
8.02397	2.28327
8.00613	2.30079
7.98829	2.3183
7.97045	2.33581
7.95261	2.35333
7.93477	2.37085
7.91693	2.38836
7.89909	2.40587
7.88125	2.42339
7.86341	2.4409
7.84557	2.45842
7.82773	2.47593
7.80989	2.49344
7.79205	2.51096
7.77421	2.52847
7.75638	2.54598
7.73854	2.5635
7.72069	2.58101
7.70285	2.59853
7.68501	2.61604
7.66717	2.63356
7.64934	2.65107
7.6315	2.66858
7.61365	2.6861
7.59581	2.70361
7.57798	2.72112
7.5977	2.70575
7.61741	2.69038
7.63713	2.675
